11.02390438	0
11.03187251	0.105263158
11.04780876	0.140350877
11.05577689	0.210526316
11.06374502	0.280701754
11.07968127	0.350877193
11.09561753	0.421052632
11.11155378	0.421052632
11.13545817	0.421052632
11.15139442	0.350877193
11.15936255	0.280701754
11.16733068	0.175438596
11.1752988	0.070175439
11.18326693	0.210526316
11.19123506	0.280701754
11.19920319	0.350877193
11.20717131	0.456140351
11.22310757	0.385964912
11.24701195	0.421052632
11.25498008	0.49122807
11.26294821	0.596491228
11.27888446	0.561403509
11.29482072	0.49122807
11.31075697	0.561403509
11.3187251	0.596491228
11.32669323	0.385964912
11.33466135	0.315789474
11.34661355	0.403508772
11.35856574	0.526315789
11.36653386	0.385964912
11.37450199	0.280701754
11.38247012	0.175438596
11.50199203	0.035087719
11.64974942	-0.738729831
11.65258352	-0.801129639
11.65541761	-0.863529447
11.65825171	-0.913449294
11.6610858	-0.96336914
11.6639199	-1.013288987
11.66958809	-1.125608642
11.68092447	-1.200488411
11.68942675	-1.163048527
11.69320554	-1.11312868
11.69792904	-1.03824891
11.70076313	-0.988329063
11.70359723	-0.938409217
11.70926541	-0.876009409
11.7149336	-0.8136096
11.72060179	-0.763689754
11.73193817	-0.776169715
11.73855106	-0.830249549
11.74610865	-0.900969332
11.74894274	-0.876009409
11.75461093	-0.950889179
11.75744503	-1.163048527
11.76027912	-1.412647759
11.76311322	-1.762086686
11.76594731	-1.911846225
11.76878141	-2.161445458
11.7716155	-2.311204998
11.78295188	-2.386084768
11.78956477	-2.332004934
11.79428826	-2.211365305
11.79712236	-2.161445458
11.80090115	-2.107365624
11.80656934	-2.032485855
11.81223753	-1.957606085
11.81790572	-1.882726315
11.8254633	-1.849446417
11.8292421	-1.807846545
11.83679968	-1.774566647
11.83963378	-1.687206916
11.84246787	-1.637287069
11.84530197	-1.587367222
11.84813606	-1.537447376
11.85191486	-1.483367542
11.86230654	-1.456327625
11.87364292	-1.443847664
11.8849793	-1.425127721
11.89348158	-1.425127721
11.89631568	-1.375207875
11.90765206	-1.356487932
11.91898844	-1.350247951
11.92560132	-1.404327785
11.93315891	-1.475047568
11.9369377	-1.437607683
11.94449529	-1.387687836
11.94732938	-1.33776799
11.95299757	-1.300328105
11.95866576	-1.362727913
11.96433395	-1.425127721
11.97000214	-1.487527529
11.97283624	-1.574887261
11.97567033	-1.549927338
11.98133852	-1.624807107
11.98700671	-1.687206916
11.99834309	-1.712166839
12.00967947	-1.787046609
12.02101585	-1.861926379
12.03329693	-1.886886302
12.03802042	-1.812006532
12.04085452	-1.712166839
12.04368861	-1.612327146
12.04652271	-1.462567606
12.0493568	-1.356487932
12.05219089	-1.212968373
12.05502499	-1.11312868
12.05785908	-0.863529447
12.06069318	-0.713769907
12.06352727	-0.613930214
12.06636137	-0.420490809
12.06730607	-0.264491288
12.07769775	-0.214571441
12.08620003	-0.252011326
12.08903413	-0.227051403
12.09186822	-0.326891096
12.09470232	-0.301931173
12.09753641	-0.401770866
12.10037051	-0.376810943
12.1060387	-0.451690713
12.11170689	-0.514090521
12.11831978	-0.55985038
12.12587736	-0.551530406
12.12871146	-0.464170674
12.13437965	-0.414250828
12.14571603	-0.426730789
12.15705241	-0.457930694
12.16838878	-0.476650636
